Index,COP,Temp,Demand,Load
572,,,0.762431923,0
573,,,0.759594301,0
574,,,0.7568799,0
575,,,0.764464583,0
576,,,0.769573689,0
577,,,0.764920793,0
578,,,0.758491872,0
579,,,0.756768776,0
580,,,0.753107824,0
581,,,0.755699337,0
582,,,0.756371498,0
583,,,0.759838404,0
584,,,0.760962067,0
585,,,0.761442975,0
586,,,0.759764719,0
587,,,0.766391061,0
588,,,0.764470798,0
589,,,0.762318057,0
590,,,0.757206604,0
591,,,0.756871076,0
592,,,0.761305881,0
593,,,0.761906026,0
594,,,0.76504712,0
595,,,0.767511654,0
596,,,0.764293087,0
597,,,0.762667054,0
598,,,0.762487513,0
599,,,0.766221726,0
600,,,0.765918101,0
601,,,0.761992899,0
602,,,0.764560268,0
603,,,0.765400646,0
604,,,0.755571935,0
605,,,0.758103863,0
606,,,0.762686738,0
607,,,0.758757057,0
608,,,0.753620511,0
609,,,0.759647591,0
610,,,0.761190673,0
611,,,0.759472605,0
612,,,0.758424946,0
613,,,0.764593752,0
614,,,0.760614812,0
615,,,0.760442525,0
616,,,0.759044629,0
617,,,0.759589432,0
618,,,0.762415804,0
619,,,0.755462114,0
620,,,0.761608991,0
621,,,0.763933441,0
622,,,0.761127999,0
623,,,0.765640647,0
624,,,0.764725574,0
625,,,0.76300783,0
626,,,0.761075005,0
627,,,0.760676851,0
628,,,0.754477533,0
629,,,0.758492599,0
630,,,0.761503555,0
631,,,0.763466827,0
632,,,0.759212546,0
633,,,0.762548883,0
634,2.588431792,14.03846147,56.96632573,147.4534486
635,4.321751759,14.92857143,126.101753,544.9804727
636,4.6539207,14.9333334,120.657848,561.5320562
637,4.645374928,14.43076933,117.1439672,544.1776483
638,4.568558375,14.58333349,117.1139336,535.041842
639,4.643989944,14.44285706,114.8683451,533.4474397
640,4.218942294,14.67142834,98.87748748,417.1584138
641,4.220489995,13.95833325,94.0776797,397.0539059
642,4.011593262,13.34666665,88.63966293,355.5862746
643,4.123726536,12.37333323,85.91574388,354.2930329
644,4.052127752,12.24500003,87.07494142,352.8387866
645,4.643557759,11.98571423,72.97553899,338.8661303
646,5.392693408,11.68571445,64.29162572,346.7050262
647,5.455480061,11.29166659,52.94347595,288.8320774
648,5.61256138,10.99333337,57.58679962,323.2094475
649,5.786976687,11.10714293,57.60096652,333.3354504
650,5.479899976,11.25333335,59.06624197,323.6770979
651,5.616253563,10.7928571,55.41889272,311.2465537
652,5.738203856,9.892307795,57.13303052,327.840976
653,5.617376914,9.823076835,60.84009611,341.7617513
654,5.624848284,10.86250007,62.60796554,352.1603075
655,4.663239975,11.66153849,101.7830328,474.6387075
656,4.358100085,12.96153831,112.2929893,489.3840861
657,4.300353821,14.11538462,121.6335593,523.0673414
658,4.019761239,15.19333331,129.5096957,520.598055
659,4.262955933,15.89166689,141.6773639,603.9643589
660,4.33508077,17.24999984,134.5113772,583.1176846
661,4.060230714,18.0733331,143.6478483,583.2434055
662,3.973118132,19.17499971,158.7810052,630.8556906
663,4.067100029,18.75384654,145.0981946,590.1288714
664,3.967327995,18.6230771,113.6960419,451.0694899
665,3.842039313,16.58461571,101.0319533,388.1687363
666,3.936942321,15.48461533,91.33789532,359.5920256
667,4.913621392,12.45624989,53.05941827,260.7138926
668,5.578864059,11.6833334,58.13891541,324.3491056
669,5.629487495,12.01538475,58.80787532,331.0581987
670,5.557348454,11.79999983,58.43695184,324.7545039
671,5.570422226,11.55833332,57.99607849,323.0626446
672,5.601833248,11.54166691,57.69302673,323.1867153
673,5.519205851,11.29166675,57.95649383,319.8738198
674,5.547541113,11.00000008,58.21992897,322.9774496
675,5.508972247,10.77499994,57.75507143,318.1710856
676,5.534066677,10.09166662,58.16363292,321.8814228
677,5.686633322,10.04166667,59.70938322,339.5453683
678,5.740622176,10.54166667,62.28839472,357.57414
679,5.383873336,10.85000014,82.92304052,446.4471467
680,4.614805347,13.15000002,113.8678059,525.4777594
681,4.009347102,15.18333356,133.0362172,533.3883719
682,3.933250017,17.5250001,144.362281,567.812944
683,3.97804113,18.46666638,164.713063,655.2353391
684,3.903862551,19.61666711,162.3155193,633.6574773
685,4.269619974,17.0999999,138.8738057,592.9383748
686,4.348042087,16.5250001,144.9440532,630.2228437
687,4.556316694,15.66666667,131.4211511,598.7963844
688,4.412541137,15.98333319,109.7639183,484.3378047
689,4.024252948,15.57500005,97.40020662,391.9630686
690,4.216366635,14.76666673,89.63657824,377.9406778
691,5.368823528,14.68333332,54.45847635,292.3779491
692,5.451288886,14.49166679,60.84201664,331.6674091
693,5.463094499,14.17500003,61.53085581,336.1488799
694,5.301621036,13.67499995,60.89004175,322.8159262
